# file...... pole_outputs4.csv
# date...... Mon Jun 28 21:02:31 2021
# user...... (null)
# host...... (null)
# target.... pole 27
# trigger... (none)
# interval.. -1
# limit..... 0
# timestamp,total_moment
2000-01-01 00:00:00 UTC,+0
# end of tape
