# file...... pole_outputs1.csv
# date...... Thu Jul  1 22:57:33 2021
# user...... (null)
# host...... (null)
# target.... pole 21
# trigger... (none)
# interval.. -1
# limit..... 0
# timestamp,critical_wind_speed,pole_moment,wind_speed
2021-06-27 17:00:00 PDT,+116.146,+0,+20
# end of tape
